,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
27-May-16,4.081,5.9791,4.5628,3.7203,4.1212,2.9457,3.1296,2.9677,52.5607,11.4546,8.7472,12.5473,0.3461,0.03,108.8165,5.7379,0.6221,2.9676,0.0182,0.1006,2.7461,0.3458,6.0942,111.1066,3.8939,3.8089,0.4596
30-May-16,4.117,6.0094,4.5839,3.7045,4.1469,2.9564,3.1519,2.9808,53.0009,11.5175,8.8083,12.6068,0.3456,0.0302,109.7735,5.7878,0.6254,2.9805,0.0184,0.1007,2.7567,0.3489,6.1167,112.0897,3.9275,3.8228,0.4636
31-May-16,4.129,6.025,4.5972,3.7212,4.1652,2.9875,3.1597,2.9916,53.1553,11.5626,8.8293,12.6544,0.3467,0.0302,110.0949,5.8047,0.627,2.9916,0.0184,0.1017,2.7745,0.3484,6.1425,112.4165,3.9389,3.8391,0.465
1-Jun-16,4.1445,5.9934,4.6232,3.772,4.1767,3.0072,3.1662,3.0066,53.3473,11.6255,8.889,12.7105,0.3476,0.0303,110.5097,5.8142,0.6298,3.0067,0.0185,0.1021,2.8168,0.3497,6.1532,112.8338,3.9549,3.8458,0.4667
2-Jun-16,4.1495,5.9931,4.652,3.8067,4.2046,2.9986,3.1731,3.0167,53.4096,11.6575,8.9169,12.7324,0.3494,0.0304,110.643,5.8209,0.6306,3.0169,0.0185,0.1022,2.8252,0.3493,6.1689,112.97,3.9638,3.8554,0.4673
3-Jun-16,4.1455,5.9828,4.6216,3.8093,4.1823,3.0045,3.1673,3.0126,53.3444,11.6512,8.9227,12.7104,0.3497,0.0305,110.5378,5.8242,0.6295,3.0129,0.0185,0.1021,2.8345,0.3498,6.1596,112.8626,3.9622,3.8489,0.4668
6-Jun-16,4.0985,5.915,4.6549,3.8248,4.2051,3.0163,3.1643,3.0155,52.7617,11.622,8.8626,12.6967,0.3519,0.0306,109.2861,5.747,0.6243,3.0154,0.0183,0.1005,2.836,0.3464,6.124,111.583,3.9173,3.8275,0.4615
7-Jun-16,4.058,5.9231,4.6119,3.767,4.1991,3.0194,3.177,2.9992,52.243,11.5121,8.8016,12.6142,0.3509,0.0306,108.2032,5.7303,0.6174,2.9984,0.0182,0.1,2.8183,0.3413,6.078,110.4804,3.8777,3.7987,0.4622
8-Jun-16,4.0615,5.9022,4.6181,3.7924,4.2112,3.0226,3.1925,3.0022,52.3143,11.5343,8.8269,12.6259,0.3509,0.0306,108.2994,5.746,0.6181,3.0025,0.0182,0.1,2.8382,0.3413,6.0898,110.5787,3.8872,3.8044,0.4574
9-Jun-16,4.0475,5.8567,4.5994,3.8006,4.2159,3.0136,3.1836,2.996,52.1488,11.5035,8.7922,12.5691,0.3499,0.0305,107.9233,5.7307,0.6168,2.9959,0.0181,0.0997,2.8849,0.3421,6.0669,110.1975,3.8812,3.7917,0.4558
10-Jun-16,4.073,5.8816,4.6027,3.8064,4.2212,3.0116,3.1943,3.0032,52.4726,11.5415,8.8308,12.6091,0.3491,0.0306,108.6061,5.7591,0.6207,3.003,0.0182,0.1003,2.8884,0.3443,6.0939,110.8918,3.9124,3.8089,0.4587
13-Jun-16,4.0915,5.7895,4.6119,3.8601,4.2397,3.0283,3.2015,3.014,52.7041,11.6203,8.8737,12.6234,0.3486,0.0308,109.0965,5.7747,0.6212,3.014,0.0183,0.1009,2.8878,0.3444,6.0958,111.3924,3.9134,3.8099,0.4608
14-Jun-16,4.105,5.8028,4.6126,3.8812,4.2543,3.0164,3.1964,3.0277,52.9029,11.6487,8.8604,12.6584,0.3479,0.0307,109.4565,5.7799,0.6228,3.0275,0.0184,0.1013,2.8809,0.3458,6.105,111.7646,3.9235,3.8156,0.4623
15-Jun-16,4.0975,5.8152,4.5972,3.8538,4.2435,3.0278,3.1887,3.0243,52.8005,11.6109,8.8438,12.6489,0.349,0.0306,109.2565,5.7616,0.6223,3.0244,0.0184,0.1011,2.8785,0.3455,6.1052,111.5543,3.9182,3.8156,0.4614
16-Jun-16,4.1,5.8087,4.6174,3.9366,4.2646,3.0174,3.1598,3.0345,52.8405,11.6411,8.8305,12.6641,0.3491,0.0307,109.3231,5.7655,0.6225,3.0346,0.0184,0.1011,2.8878,0.3457,6.0967,111.6269,3.9191,3.8104,0.4617
17-Jun-16,4.1,5.8618,4.6152,3.9313,4.2595,3.0295,3.172,3.0367,52.8391,11.6246,8.8257,12.6641,0.3497,0.0307,109.326,5.7695,0.6222,3.0366,0.0184,0.1003,2.8917,0.3463,6.1031,111.6269,3.9176,3.8144,0.4617
20-Jun-16,4.063,5.9531,4.6107,3.8867,4.2336,3.0347,3.171,3.027,52.362,11.5475,8.782,12.6047,0.3503,0.0306,108.3395,5.7316,0.6175,3.0271,0.0182,0.1002,2.8955,0.3437,6.0331,110.6195,3.8795,3.7713,0.4575
21-Jun-16,4.034,5.9544,4.5727,3.862,4.2034,3.0257,3.158,3.0099,51.9929,11.4733,8.6987,12.5459,0.3503,0.0304,107.5633,5.7173,0.613,3.01,0.0181,0.0995,2.8849,0.3413,5.9759,109.83,3.8533,3.7348,0.4543
23-Jun-16,4.0185,5.9401,4.5618,3.8445,4.2057,3.0354,3.1473,3.0062,51.8098,11.4194,8.6494,12.5382,0.3493,0.0303,107.1557,5.6912,0.6108,3.0061,0.018,0.0991,2.8961,0.3423,5.9673,109.408,3.8361,3.7295,0.4525
24-Jun-16,4.09,5.6884,4.5542,3.9711,4.1938,3.0227,3.143,3.0198,52.7167,11.5782,8.7281,12.6528,0.3487,0.0306,109.0594,5.8153,0.6182,3.0238,0.0183,0.1008,2.8835,0.3469,6.0276,111.3531,3.9038,3.7672,0.4606
27-Jun-16,4.096,5.4592,4.5267,4.0159,4.2084,3.0435,3.1467,3.0203,52.7958,11.5968,8.6872,12.6186,0.347,0.0307,109.2194,5.7265,0.6166,3.0202,0.0183,0.101,2.8987,0.3486,6.0288,111.518,3.9091,3.7683,0.4613
28-Jun-16,4.0755,5.42,4.5049,3.9913,4.1561,3.0157,3.1396,3.0065,52.522,11.5429,8.6667,12.5632,0.3474,0.0309,108.6699,5.6717,0.6128,3.0069,0.0183,0.0999,2.8804,0.3439,5.9982,110.9735,3.8931,3.749,0.459
29-Jun-16,4.041,5.4121,4.47,3.9411,4.1226,3.0004,3.1111,2.9962,52.0784,11.4866,8.6026,12.5116,0.3491,0.0307,107.7499,5.6387,0.6081,2.9958,0.0181,0.099,2.8639,0.3433,5.9725,110.0251,3.8592,3.7329,0.4551
30-Jun-16,4.0315,5.4353,4.4836,3.9196,4.1205,3.0006,3.1135,2.9886,51.958,11.4653,8.5449,12.4985,0.349,0.0305,107.4966,5.6274,0.6066,2.9878,0.0181,0.0988,2.8666,0.344,5.9686,109.7754,3.8487,3.7305,0.454
1-Jul-16,3.9985,5.3196,4.4411,3.8991,4.0998,2.9937,3.0916,2.9739,51.539,11.3788,8.5171,12.4139,0.3487,0.0304,106.5912,5.5933,0.6003,2.974,0.0179,0.0985,2.8669,0.3417,5.9329,108.8709,3.8179,3.7082,0.4503
4-Jul-16,3.997,5.2962,4.4405,3.8931,4.0976,2.9997,3.1013,2.9708,51.5223,11.3972,8.5302,12.4111,0.3478,0.0304,106.5639,5.5797,0.5996,2.9709,0.0179,0.0985,2.8714,0.3416,5.9466,108.8226,3.8158,3.7157,0.4501
5-Jul-16,4.025,5.2842,4.482,3.9575,4.1463,3.0137,3.1189,2.9789,51.8806,11.4412,8.5511,12.4494,0.3477,0.0307,107.2904,5.6187,0.6033,2.9784,0.018,0.0992,2.8948,0.3455,5.9636,109.582,3.8425,3.7272,0.4533
8-Jul-16,4.0325,5.2162,4.4658,4.0083,4.1192,3.0254,3.0985,2.9907,51.982,11.4487,8.5498,12.4907,0.3482,0.0307,107.4903,5.6179,0.6029,2.9908,0.0181,0.0993,2.926,0.3449,5.9845,109.7832,3.8504,3.7404,0.4541
11-Jul-16,3.9975,5.1398,4.4076,3.9143,4.0571,3.0133,3.0527,2.9619,51.5268,11.3784,8.4512,12.4121,0.3479,0.0305,106.5645,5.5668,0.5976,2.9616,0.0179,0.0985,2.8914,0.3402,5.9518,108.8333,3.8131,3.7198,0.4502
12-Jul-16,3.9805,5.2346,4.4225,3.8502,4.0574,3.0363,3.0507,2.953,51.3047,11.3292,8.4028,12.3714,0.3469,0.0303,106.1368,5.5314,0.5955,2.9527,0.0179,0.0981,2.9062,0.3388,5.9271,108.3704,3.7978,3.7045,0.4483
13-Jul-16,3.9715,5.2662,4.3919,3.8069,4.0242,3.0209,3.0408,2.9469,51.1963,11.2859,8.4151,12.3423,0.3464,0.0303,105.8968,5.5281,0.5935,2.9469,0.0178,0.0979,2.8916,0.3377,5.9166,108.1254,3.7882,3.6979,0.4472
14-Jul-16,3.948,5.2197,4.385,3.737,4.0247,3.0149,3.0529,2.932,50.9088,11.2511,8.3982,12.3356,0.3472,0.0302,105.266,5.4953,0.5903,2.932,0.0177,0.0973,2.8503,0.3363,5.9,107.4929,3.7666,3.6875,0.4446
15-Jul-16,3.9475,5.296,4.3971,3.7274,4.0293,3.021,3.0619,2.9359,50.9092,11.3077,8.4457,12.3832,0.3482,0.0302,105.2526,5.4918,0.5908,2.936,0.0177,0.0973,2.8383,0.3362,5.8848,107.472,3.7665,3.6779,0.4445
18-Jul-16,3.9755,5.2767,4.3935,3.762,4.041,3.0238,3.0739,2.9497,51.2657,11.3813,8.5094,12.437,0.3497,0.0304,106.0034,5.5415,0.5934,2.9494,0.0178,0.098,2.8304,0.3363,5.9226,108.2343,3.7925,3.7018,0.4477
19-Jul-16,4,5.2752,4.4268,3.7707,4.0698,3.0016,3.0751,2.9595,51.579,11.4515,8.5257,12.4973,0.3512,0.0306,106.6567,5.5553,0.5978,2.959,0.0179,0.0986,2.8116,0.3384,5.9555,108.9013,3.8159,3.7221,0.4505
20-Jul-16,4.0295,5.2992,4.4335,3.7852,4.0793,3.0167,3.088,2.9667,51.9587,11.5014,8.5512,12.5636,0.353,0.0307,107.4376,5.5929,0.6033,2.9666,0.0181,0.0993,2.8404,0.3421,5.9955,109.7119,3.8449,3.7473,0.4538
21-Jul-16,4.0435,5.3362,4.4537,3.813,4.0945,3.0322,3.0973,2.984,52.1379,11.5529,8.5813,12.6456,0.3559,0.0309,107.8195,5.6023,0.6056,2.9844,0.0181,0.0996,2.8264,0.3415,6.0158,110.0856,3.8574,3.7598,0.4554
22-Jul-16,4.056,5.3466,4.4734,3.8187,4.1144,3.0337,3.0898,2.9919,52.2974,11.6209,8.616,12.6651,0.3566,0.0309,108.1456,5.6222,0.6079,2.9918,0.0182,0.1002,2.836,0.3437,6.0434,110.4259,3.8693,3.7771,0.4568
25-Jul-16,4.0745,5.3592,4.4746,3.8321,4.1342,3.0504,3.0972,2.9933,52.5284,11.6199,8.6397,12.6714,0.358,0.031,108.6432,5.645,0.6101,2.9933,0.0183,0.1003,2.845,0.3453,6.0556,110.9296,3.8868,3.7848,0.4588
26-Jul-16,4.0655,5.3333,4.4771,3.8985,4.1289,3.0603,3.0767,2.9965,52.4117,11.6124,8.6207,12.6718,0.3576,0.0309,108.4032,5.6284,0.6091,2.9966,0.0182,0.1001,2.8733,0.3419,6.042,110.6861,3.8791,3.7763,0.4578
27-Jul-16,4.0815,5.3476,4.4872,3.8663,4.1043,3.0566,3.0917,3.007,52.6177,11.6614,8.6472,12.7326,0.3595,0.0311,108.8299,5.6606,0.6119,3.0066,0.0183,0.1005,2.8746,0.3447,6.0764,111.1368,3.8936,3.7978,0.4596
28-Jul-16,4.053,5.3441,4.5007,3.8677,4.1208,3.057,3.0878,3.0023,52.2573,11.6215,8.606,12.6904,0.36,0.0309,108.0699,5.614,0.6088,3.0024,0.0182,0.0997,2.878,0.3423,6.0441,110.3458,3.8655,3.7776,0.4564
29-Jul-16,4.075,5.3611,4.5224,3.9275,4.1679,3.0567,3.0923,3.0155,52.5366,11.6935,8.6426,12.7543,0.3629,0.0311,108.6609,5.6656,0.6123,3.0154,0.0183,0.1003,2.8928,0.3447,6.076,110.9508,3.8874,3.7974,0.4589
1-Aug-16,4.0185,5.3014,4.4855,3.9295,4.1494,3.0452,3.0753,3.0009,51.7941,11.559,8.5637,12.7478,0.364,0.0307,107.15,5.5993,0.6051,3.0011,0.018,0.0989,2.8901,0.3397,6.0229,109.4035,3.8339,3.7644,0.4525
2-Aug-16,4.05,5.3604,4.5368,3.9813,4.1928,3.0644,3.089,3.0199,52.1917,11.6547,8.6143,12.8126,0.365,0.0309,107.9899,5.6576,0.6101,3.0206,0.0182,0.0994,2.9235,0.3421,6.0701,110.2701,3.8638,3.7933,0.4561
3-Aug-16,4.0525,5.4113,4.5386,4.0066,4.185,3.0781,3.0879,3.0219,52.2344,11.6182,8.6137,12.7754,0.3629,0.0309,108.0566,5.6704,0.6113,3.0218,0.0182,0.0994,2.9117,0.3426,6.0544,110.3322,3.8722,3.784,0.4564
4-Aug-16,4.051,5.3852,4.5104,3.9917,4.1596,3.0844,3.0985,3.0155,52.2292,11.5933,8.6078,12.7828,0.3635,0.0308,108.0151,5.6772,0.61,3.0155,0.0182,0.0994,2.9023,0.3427,6.0503,110.2958,3.8812,3.7815,0.4562
5-Aug-16,4.0305,5.2955,4.4942,3.9916,4.14,3.0874,3.0972,3.0062,51.9723,11.5686,8.592,12.7993,0.3636,0.0307,107.4614,5.6337,0.6066,3.006,0.0181,0.0983,2.9094,0.341,6.0355,109.7302,3.8542,3.7714,0.4539
8-Aug-16,4.038,5.2676,4.4769,3.9476,4.1129,3.081,3.0684,2.9964,52.0596,11.5414,8.6227,12.8419,0.3643,0.0308,107.67,5.6421,0.6062,2.9962,0.0181,0.0985,2.8795,0.3413,6.0463,109.9344,3.8595,3.7789,0.4547
9-Aug-16,4.0265,5.2391,4.467,3.935,4.0959,3.0845,3.0608,2.9885,51.9056,11.5175,8.5908,12.8151,0.3639,0.0307,107.3733,5.6051,0.6044,2.9883,0.0181,0.0982,2.8733,0.3404,6.0192,109.6303,3.8518,3.762,0.4534
10-Aug-16,3.997,5.2151,4.4555,3.9412,4.0825,3.0843,3.0605,2.9788,51.531,11.4972,8.5543,12.8707,0.365,0.0305,106.5781,5.5614,0.602,2.9791,0.0179,0.0976,2.8842,0.3373,5.9871,108.8241,3.8236,3.742,0.4501
11-Aug-16,4.0065,5.1896,4.4644,3.9547,4.1057,3.087,3.0671,2.9815,51.6564,11.5179,8.5636,12.7983,0.3645,0.0305,106.8286,5.5976,0.6033,2.9815,0.018,0.0983,2.8967,0.3381,5.9935,109.0857,3.8331,3.7459,0.4512
12-Aug-16,4.025,5.2176,4.4891,3.944,4.1295,3.0948,3.1019,2.9893,51.891,11.5794,8.6318,12.8148,0.3644,0.0307,107.3291,5.6151,0.6057,2.9895,0.018,0.0987,2.8992,0.3397,6.0196,109.5924,3.8469,3.7622,0.4533
15-Aug-16,4.009,5.179,4.4771,3.9703,4.1133,3.0775,3.1009,2.9842,51.6847,11.5842,8.6234,12.7883,0.3649,0.0306,106.8981,5.5895,0.6037,2.9847,0.018,0.0983,2.8909,0.3369,5.9907,109.1493,3.831,3.7436,0.4515
16-Aug-16,3.9945,5.1781,4.497,3.9839,4.1385,3.0802,3.1005,2.9804,51.5051,11.55,8.6405,12.7947,0.3652,0.0305,106.5129,5.5746,0.6029,2.9805,0.0179,0.098,2.9056,0.3362,5.9771,108.759,3.8161,3.7358,0.4498
17-Aug-16,4.0075,5.2118,4.511,3.9739,4.1604,3.0603,3.1051,2.9803,51.6743,11.5457,8.6266,12.751,0.3605,0.0306,106.8553,5.619,0.6041,2.9798,0.018,0.0983,2.902,0.3376,5.9863,109.104,3.8292,3.7426,0.4513
18-Aug-16,3.9955,5.2597,4.5253,3.9889,4.1705,3.0759,3.1193,2.9812,51.5292,11.5577,8.633,12.7136,0.3605,0.0305,106.5353,5.5985,0.6026,2.9811,0.0179,0.0975,2.9113,0.3341,5.9835,108.7951,3.8143,3.7397,0.4499
19-Aug-16,4.0175,5.2724,4.5466,4.0129,4.198,3.0573,3.13,2.9849,51.8136,11.5895,8.6509,12.6715,0.358,0.0305,107.1305,5.6468,0.6039,2.9845,0.018,0.0978,2.9179,0.3367,5.9936,109.3852,3.8388,3.7459,0.4524
22-Aug-16,4.028,5.2825,4.5504,3.9994,4.183,3.0663,3.1216,2.9802,51.9531,11.6114,8.6447,12.6547,0.358,0.0305,107.4019,5.661,0.6053,2.98,0.0181,0.0989,2.9215,0.3368,5.9923,109.6636,3.8446,3.7464,0.4536
23-Aug-16,4.027,5.3098,4.564,4.0192,4.1909,3.0782,3.1172,2.9838,51.9402,11.6261,8.6634,12.6903,0.3604,0.0305,107.3753,5.6516,0.6063,2.9834,0.0181,0.0988,2.9482,0.3356,6.002,109.6364,3.8431,3.7515,0.4535
24-Aug-16,4.0335,5.3323,4.556,4.0265,4.1876,3.0768,3.1248,2.9829,52.0227,11.6491,8.6733,12.7011,0.3602,0.0304,107.5485,5.673,0.6065,2.9829,0.0181,0.099,2.9557,0.3333,6.0107,109.8209,3.8502,3.7566,0.4542
25-Aug-16,4.021,5.3133,4.5375,4.0064,4.1664,3.0652,3.113,2.9718,51.8561,11.632,8.6744,12.6793,0.3603,0.0304,107.2238,5.6489,0.6041,2.9717,0.018,0.0987,2.9406,0.3365,5.9957,109.4731,3.8388,3.7473,0.4528
26-Aug-16,4.0165,5.3058,4.5334,3.9975,4.1587,3.0646,3.1119,2.9682,51.7877,11.6134,8.6647,12.6699,0.3601,0.0304,107.1053,5.6416,0.6023,2.9684,0.018,0.0986,2.9397,0.333,5.9903,109.3505,3.8325,3.7439,0.4523
29-Aug-16,4.0425,5.2975,4.5219,3.9557,4.1358,3.0541,3.1087,2.9702,52.1189,11.6768,8.7038,12.7383,0.3603,0.0305,107.7885,5.6778,0.6052,2.9702,0.0181,0.0992,2.9288,0.3344,6.0174,110.0644,3.8585,3.7608,0.4552
30-Aug-16,4.054,5.298,4.5279,3.9634,4.1378,3.061,3.1077,2.9757,52.2642,11.7422,8.7273,12.7802,0.3626,0.0305,108.0951,5.6623,0.607,2.9756,0.0182,0.0994,2.9341,0.3367,6.0458,110.3715,3.8685,3.7785,0.4565
1-Sep-16,4.077,5.4037,4.5459,3.9389,4.1345,3.0732,3.11,2.9892,52.561,11.7696,8.7203,12.8365,0.3635,0.0307,108.7113,5.6847,0.6104,2.9892,0.0183,0.1,2.965,0.3372,6.0883,110.9977,3.8949,3.805,0.4591
2-Sep-16,4.0865,5.4222,4.5693,3.9439,4.1661,3.0822,3.1173,3.0046,52.6882,11.8013,8.7533,12.8973,0.3654,0.0308,108.9617,5.7024,0.6116,3.0046,0.0183,0.1003,2.9772,0.338,6.1134,111.2563,3.9139,3.8209,0.4602
5-Sep-16,4.07,5.4398,4.5452,3.9371,4.1601,3.093,3.152,2.9992,52.4809,11.719,8.7499,12.9767,0.3683,0.0309,108.5232,5.6862,0.6096,2.999,0.0182,0.0999,2.9825,0.3366,6.1258,110.8071,3.9001,3.8109,0.4583
6-Sep-16,4.0815,5.4443,4.5566,3.9475,4.1637,3.1183,3.1642,3.0074,52.6275,11.7555,8.7614,13.0038,0.3688,0.0311,108.8298,5.7022,0.611,3.0075,0.0183,0.1001,2.9962,0.3354,6.1371,111.1278,3.9041,3.8343,0.4596
7-Sep-16,4.067,5.4449,4.5709,4.0024,4.1947,3.1157,3.1641,3.0168,52.4405,11.7408,8.712,13.014,0.373,0.0311,108.4432,5.6835,0.6103,3.0173,0.0182,0.0998,3.0299,0.3342,6.1265,110.7254,3.8939,3.829,0.458
8-Sep-16,4.0395,5.3976,4.5535,3.978,4.1715,3.1217,3.1426,3.0013,52.0789,11.658,8.6246,12.9202,0.3703,0.0309,107.6999,5.669,0.6061,3.0011,0.0181,0.0991,3.0215,0.3311,6.0822,109.9842,3.8724,3.8013,0.4549
9-Sep-16,4.072,5.4149,4.5893,3.9853,4.1839,3.1004,3.1457,3.0069,52.4962,11.7079,8.6253,12.9258,0.3699,0.0311,108.5563,5.7216,0.6096,3.0069,0.0183,0.0989,3.0025,0.334,6.1118,110.86,3.9066,3.8199,0.4586
13-Sep-16,4.1075,5.4634,4.6142,4.0351,4.2247,3.0923,3.1374,3.0209,52.9484,11.7795,8.6274,12.9717,0.367,0.0312,109.5027,5.7525,0.6149,3.0209,0.0184,0.1001,3.0131,0.3381,6.146,111.8281,3.9378,3.8445,0.4626
14-Sep-16,4.1195,5.4435,4.6237,4.0028,4.2115,3.081,3.1334,3.0173,53.1055,11.8037,8.6816,12.9957,0.3666,0.0312,109.8226,5.7706,0.6174,3.0173,0.0185,0.1003,2.9978,0.3388,6.1625,112.1547,3.9497,3.8515,0.4639
15-Sep-16,4.1445,5.4755,4.6559,4.0476,4.2508,3.0968,3.1376,3.0299,53.4202,11.872,8.6769,13.0548,0.3664,0.0315,110.4773,5.799,0.6211,3.0298,0.0186,0.1009,3.0099,0.338,6.1858,112.8385,3.967,3.8661,0.4667
19-Sep-16,4.1355,5.3958,4.6169,4.0606,4.218,3.1196,3.1456,3.0318,53.3056,11.864,8.6336,13.1826,0.3695,0.0314,110.2712,5.7892,0.6198,3.0317,0.0185,0.1014,3.022,0.3335,6.1756,112.5888,3.9546,3.8614,0.4657
20-Sep-16,4.143,5.3907,4.6354,4.0719,4.2401,3.1286,3.1354,3.0407,53.4098,11.9033,8.6674,13.2107,0.3697,0.0315,110.4491,5.7828,0.6211,3.0407,0.0186,0.1016,3.042,0.3333,6.1813,112.7945,3.9618,3.8633,0.4666
21-Sep-16,4.1325,5.3611,4.6073,4.0584,4.2296,3.1372,3.1397,3.0367,53.2844,11.8875,8.6337,13.1437,0.3701,0.0315,110.1883,5.7673,0.6194,3.0361,0.0185,0.1014,3.025,0.3327,6.1658,112.5087,3.9461,3.8536,0.4654
22-Sep-16,4.1085,5.3747,4.6165,4.0757,4.2364,3.1479,3.1523,3.0336,52.9709,11.8469,8.597,13.1053,0.3723,0.0314,109.5323,5.7315,0.616,3.0337,0.0184,0.1008,3.0121,0.3313,6.1537,111.8553,3.9213,3.8463,0.4627
23-Sep-16,4.1185,5.3555,4.614,4.0783,4.2446,3.1377,3.148,3.0295,53.1036,11.8809,8.5713,13.1309,0.3731,0.0315,109.7989,5.7671,0.6174,3.0296,0.0185,0.1002,2.9867,0.3321,6.177,112.126,3.9323,3.8604,0.4638
26-Sep-16,4.135,5.3482,4.6479,4.1101,4.2717,3.1467,3.1342,3.0365,53.3198,11.9421,8.5691,13.1441,0.373,0.0317,110.2623,5.7845,0.62,3.0364,0.0185,0.1015,2.99,0.3327,6.1992,112.5798,3.9462,3.8747,0.4657
27-Sep-16,4.1265,5.3506,4.6386,4.1037,4.255,3.165,3.12,3.0337,53.2108,11.9313,8.5382,13.1593,0.3759,0.0319,110.0283,5.7755,0.6188,3.0335,0.0185,0.1013,3.0183,0.3306,6.2057,112.353,3.9403,3.8788,0.4647
28-Sep-16,4.137,5.375,4.6396,4.1054,4.259,3.1737,3.1275,3.0379,53.351,11.9503,8.5716,13.1882,0.3767,0.032,110.248,5.7927,0.62,3.0377,0.0185,0.1016,3.0024,0.3302,6.2248,112.6389,3.953,3.8905,0.4659
29-Sep-16,4.1215,5.3549,4.6221,4.0616,4.2407,3.1606,3.1469,3.0234,53.1491,11.9014,8.5331,13.1312,0.3747,0.0318,109.7603,5.7664,0.6181,3.0234,0.0185,0.1012,2.9976,0.3287,6.1621,112.2107,3.9382,3.8512,0.4641
30-Sep-16,4.1355,5.3602,4.6247,4.0935,4.2685,3.1479,3.1414,3.0293,53.3393,11.9316,8.5321,13.2044,0.3756,0.0317,110.1259,5.7827,0.62,3.0294,0.0185,0.1016,3.0015,0.3277,6.2043,112.5888,3.9544,3.8784,0.4657
4-Oct-16,4.127,5.27,4.6105,4.0324,4.216,3.1636,3.1365,3.0153,53.2101,11.9054,8.5521,13.1517,0.3727,0.0318,110.002,5.7682,0.6186,3.0153,0.0185,0.1017,3.0067,0.3252,6.2083,112.3758,3.9499,3.8802,0.4648
5-Oct-16,4.1405,5.2723,4.6485,4.0252,4.2378,3.1536,3.1372,3.022,53.3748,11.8951,8.576,13.1947,0.3723,0.0319,110.3618,5.7666,0.6206,3.0214,0.0186,0.1017,2.9756,0.3263,6.2219,112.725,3.9628,3.8887,0.4663
6-Oct-16,4.1415,5.2709,4.6345,3.9968,4.2423,3.1444,3.1404,3.02,53.3905,11.8853,8.579,13.1853,0.3723,0.0319,110.3959,5.7702,0.6208,3.0199,0.0186,0.1011,2.969,0.3266,6.2147,112.7568,3.9641,3.8842,0.4664
7-Oct-16,4.1525,5.1634,4.6215,3.9999,4.2312,3.1457,3.1328,3.0212,53.5219,11.8974,8.6063,13.2039,0.3722,0.032,110.7024,5.7764,0.6224,3.0209,0.0186,0.102,2.9603,0.328,6.2203,113.0563,3.9708,3.8877,0.4676
10-Oct-16,4.15,5.1535,4.6403,4.025,4.239,3.1505,3.1295,3.0206,53.4901,11.8293,8.5867,13.1989,0.374,0.032,110.6431,5.7524,0.6191,3.0206,0.0186,0.102,2.9664,0.3309,6.2326,112.9836,3.9684,3.8954,0.4673
11-Oct-16,4.1725,5.1257,4.6361,4.0161,4.2313,3.1467,3.1536,3.0241,53.7731,11.8082,8.5713,13.1731,0.3721,0.0321,111.2429,5.7835,0.6212,3.024,0.0187,0.1026,2.9493,0.3343,6.2665,113.5977,3.99,3.9178,0.4699
12-Oct-16,4.2,5.1486,4.6303,4.0546,4.2429,3.1834,3.1734,3.0386,54.137,11.7532,8.6315,13.2681,0.3736,0.0323,111.9552,5.8056,0.6255,3.0384,0.0188,0.1032,2.97,0.3365,6.2823,114.3495,4.017,3.9418,0.473
13-Oct-16,4.22,5.1332,4.6401,4.0542,4.2641,3.173,3.1758,3.0446,54.3906,11.8007,8.7127,13.2729,0.3709,0.0323,112.4883,5.8241,0.627,3.0445,0.0189,0.1037,2.9736,0.3341,6.3036,114.8987,4.0319,3.94,0.4752
14-Oct-16,4.1975,5.1272,4.6265,4.0285,4.2496,3.1987,3.1822,3.0253,54.1044,11.8943,8.6717,13.2535,0.3712,0.0322,111.911,5.7907,0.6242,3.0254,0.0188,0.1032,2.9838,0.3315,6.2865,114.2783,4.0108,3.9291,0.4727
17-Oct-16,4.2165,5.1334,4.6331,4.0481,4.2645,3.2058,3.2024,3.0329,54.3426,11.9487,8.6795,13.2649,0.3697,0.0323,112.413,5.813,0.6258,3.0328,0.0189,0.1036,3.0028,0.3328,6.3107,114.7972,4.0263,3.9442,0.4748
18-Oct-16,4.1955,5.138,4.6222,4.0339,4.2447,3.2211,3.2103,3.0261,54.0762,11.9735,8.7079,13.2952,0.3725,0.0322,111.8681,5.7775,0.6226,3.0262,0.0188,0.1035,3.0187,0.3309,6.2918,114.2239,4.0062,3.9324,0.4725
19-Oct-16,4.1925,5.1654,4.6107,4.0529,4.2402,3.2211,3.2022,3.0241,54.0396,12.0189,8.7372,13.3159,0.3735,0.0322,111.7568,5.7828,0.6223,3.024,0.0188,0.1035,3.0247,0.3291,6.2889,114.15,4.0079,3.9285,0.4721
20-Oct-16,4.1905,5.142,4.598,4.042,4.2354,3.2126,3.1816,3.0158,54.0156,11.9737,8.7157,13.2724,0.3716,0.0322,111.7035,5.779,0.6219,3.0158,0.0188,0.1033,3.0274,0.3279,6.2767,114.0986,4.0026,3.9231,0.4719
21-Oct-16,4.1885,5.1217,4.5573,4.0361,4.2098,3.1954,3.1603,3.0042,53.9863,11.9176,8.6718,13.2,0.3682,0.0321,111.6621,5.7714,0.6192,3.004,0.0188,0.1033,2.9996,0.3262,6.2613,114.0364,3.9978,3.9128,0.4717
